timestamp,Q1_university,Q2_year,Q3_major,Q4_product_field,Q5_cicd_awareness,Q6_automation_level,Q7_tools_used,Q8_learning_source,Q9_usage_purpose,Q10_cicd_benefits,Q11_deploy_frequency,Q12_lead_time,Q13_recovery_time,Q14_failure_rate,Q15_save_time,Q16_early_bug_detect,Q17_job_confidence,Q18_ease_of_learning,Q19_self_study,Q20_setup_ability,Q21_peer_influence,Q22_mentor_influence,Q23_industry_standard,Q24_curriculum_readiness,Q25_free_tools_sufficient,Q26_support_access,Q27_intent_to_adopt,Q28_self_learn_plan,Q29_prefer_cicd_projects,Q30_actual_usage,Q31_regular_usage,Q32_proactive_setup,Q33_cicd_difficulties,Q34_adoption_barriers,Q35_improvement_suggestions,Q36_university_suggestions,Q37_skills_needed,Q38_future_plan,Q39_biggest_barrier,Q40_expected_benefit,"Q4_product_field__Phần mềm ứng dụng (Web, Mobile, Desktop App)",Q4_product_field__Hệ thống AI/Big Data/Data Science,Q4_product_field__Hệ thống nhúng (Embedded)/IoT,Q4_product_field__Giải pháp hạ tầng & Bảo mật,Q4_product_field__Bay,Q4_product_field__Network,Q4_product_field__Game,Q7_tools_used__Jenkins,Q7_tools_used__GitLab CI/CD,Q7_tools_used__GitHub Actions,Q7_tools_used__Circle CI,Q7_tools_used__Travis CI,Q7_tools_used__Chưa từng sử dụng công cụ CI/CD nào,Q9_usage_purpose__Build / Tự động hoá quá trình build,Q9_usage_purpose__Continuous Integration (CI) – tích hợp & kiểm tra mã nguồn tự động,Q9_usage_purpose__Continuous Deployment / Delivery (CD) – triển khai tự động,Q9_usage_purpose__Automated Testing – kiểm thử tự động,Q9_usage_purpose__Tự động hoá quy trình phát triển (workflow automation),Q9_usage_purpose__Học tập / nghiên cứu / thử nghiệm cá nhân,Q9_usage_purpose__Chưa từng sử dụng,Q10_cicd_benefits__Tự động hóa quy trình build và test,Q10_cicd_benefits__Phát hiện lỗi sớm hơn,Q10_cicd_benefits__Tăng tốc độ phát triển phần mềm,Q10_cicd_benefits__Hỗ trợ làm việc nhóm tốt hơn,Q10_cicd_benefits__Giảm lỗi khi triển khai phần mềm,Q33_cicd_difficulties__Tích hợp liên tục (CI - Integration),Q33_cicd_difficulties__Xây dựng (Build),Q33_cicd_difficulties__Kiểm thử tự động (Automated Testing),Q33_cicd_difficulties__Phân phối liên tục (CD - Delivery),Q33_cicd_difficulties__Triển khai liên tục (CD - Deployment),Q33_cicd_difficulties__Giám sát & Phản hồi,Q33_cicd_difficulties__Not enough experience to determine,Q34_adoption_barriers__Thiếu kiến thức hoặc kỹ năng về DevOps/CI/CD,Q34_adoption_barriers__Thiếu tài liệu hoặc hướng dẫn thực hành rõ ràng,Q34_adoption_barriers__Việc thiết lập và cấu hình công cụ CI/CD khá phức tạp,"Q34_adoption_barriers__Thiếu môi trường thực hành (server, cloud, Docker, v.v.)",Q34_adoption_barriers__Ít cơ hội áp dụng CI/CD trong các môn học tại trường,Q34_adoption_barriers__Chưa hiểu rõ lợi ích thực tế khi triển khai CI/CD,Q34_adoption_barriers__Projects too small scale to benefit from CI/CD,Q39_biggest_barrier__Thiếu kiến thức hoặc kỹ năng về CI/CD và DevOps,Q39_biggest_barrier__Khó thiết lập và cấu hình các công cụ CI/CD,"Q39_biggest_barrier__Thiếu môi trường thực hành (server, cloud, Docker, v.v.)",Q39_biggest_barrier__Ít cơ hội thực hành CI/CD trong các môn học tại trường,Q39_biggest_barrier__Dự án học tập còn đơn giản nên chưa thấy cần CI/CD,Q39_biggest_barrier__Khó phối hợp làm việc nhóm khi áp dụng CI/CD,Q39_biggest_barrier__iu,"Q40_expected_benefit__Giảm bớt các công việc thủ công lặp đi lặp lại (build, test, deploy)",Q40_expected_benefit__Phát hiện lỗi sớm hơn trong quá trình phát triển phần mềm.,Q40_expected_benefit__Tăng tốc độ phát triển và cập nhật dự án.,Q40_expected_benefit__Nâng cao kỹ năng DevOps và kinh nghiệm thực tế cho sinh viên.,Q40_expected_benefit__Không biết
10/03/2026 20:51:48,Đại học FPT,Năm 1,Kỹ thuật phần mềm,Hệ thống AI/Big Data/Data Science,Có nghe qua nhưng chưa hiểu rõ,Tự động hóa cao (ví dụ: đã có Pipeline tích hợp hầu hết các bước),"Jenkins, GitLab CI/CD, Circle CI, Travis CI",Dự án cá nhân / Đồ án môn học,"Build / Tự động hoá quá trình build, Continuous Deployment / Delivery (CD) – triển khai tự động, Automated Testing – kiểm thử tự động, Tự động hoá quy trình phát triển (workflow automation)","Tăng tốc độ phát triển phần mềm, Hỗ trợ làm việc nhóm tốt hơn",Từ một lần mỗi tuần đến một lần mỗi tháng,Từ 1 tuần đến dưới 1 tháng,Từ 1 ngày đến dưới 1 tuần,16% - 30% (Thấp),4.0,1.0,2.0,2.0,5.0,5.0,4.0,1.0,2.0,3.0,3.0,2.0,5.0,5.0,1.0,5.0,4.0,4.0,"Xây dựng (Build), Phân phối liên tục (CD - Delivery), Triển khai liên tục (CD - Deployment)","Thiếu tài liệu hoặc hướng dẫn thực hành rõ ràng, Việc thiết lập và cấu hình công cụ CI/CD khá phức tạp, Ít cơ hội áp dụng CI/CD trong các môn học tại trường",ko,ko,ko,Không trả lời,Không trả lời,Không trả lời,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2026 20:53:16,Đại học Kinh Tế Quốc Dân,Năm 2,Kỹ thuật phần mềm,"Phần mềm ứng dụng (Web, Mobile, Desktop App)",Biết khái niệm cơ bản,Hoàn toàn thủ công,GitHub Actions,Thực tập tại doanh nghiệp,"Build / Tự động hoá quá trình build, Học tập / nghiên cứu / thử nghiệm cá nhân","Tự động hóa quy trình build và test, Phát hiện lỗi sớm hơn, Tăng tốc độ phát triển phần mềm, Hỗ trợ làm việc nhóm tốt hơn, Giảm lỗi khi triển khai phần mềm",Từ một lần mỗi tuần đến một lần mỗi tháng,Từ 1 ngày đến dưới 1 tuần,Từ 1 giờ đến dưới 1 ngày,0% - 15% (Rất thấp),5.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,"Tích hợp liên tục (CI - Integration), Xây dựng (Build), Kiểm thử tự động (Automated Testing), Phân phối liên tục (CD - Delivery), Triển khai liên tục (CD - Deployment)","Thiếu kiến thức hoặc kỹ năng về DevOps/CI/CD, Thiếu môi trường thực hành (server, cloud, Docker, v.v.), Ít cơ hội áp dụng CI/CD trong các môn học tại trường",Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2026 20:54:17,Đại học Bách Khoa Hà Nội,Năm 2,Kỹ thuật bay,Bay,Chưa bao giờ nghe,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,,,,,,,,,,,,,,,,,,,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Chưa có kế hoạch áp dụng CI/CD,iu,Không trả lời,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10/03/2026 21:00:05,Đại học Bách Khoa Hà Nội,Năm 2,Trí tuệ nhân tạo / Khoa học dữ liệu,Hệ thống AI/Big Data/Data Science,Có nghe qua nhưng chưa hiểu rõ,Tự động hóa trung bình (ví dụ: Build và Test tự động cơ bản),GitLab CI/CD,"Khóa học online (Coursera, YouTube, ...)","Continuous Integration (CI) – tích hợp & kiểm tra mã nguồn tự động, Continuous Deployment / Delivery (CD) – triển khai tự động, Tự động hoá quy trình phát triển (workflow automation), Học tập / nghiên cứu / thử nghiệm cá nhân","Tăng tốc độ phát triển phần mềm, Giảm lỗi khi triển khai phần mềm",Từ một lần mỗi tuần đến một lần mỗi tháng,Từ 1 tuần đến dưới 1 tháng,Từ 1 giờ đến dưới 1 ngày,16% - 30% (Thấp),4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,"Tích hợp liên tục (CI - Integration), Kiểm thử tự động (Automated Testing), Phân phối liên tục (CD - Delivery), Triển khai liên tục (CD - Deployment), Nhi béo","Thiếu tài liệu hoặc hướng dẫn thực hành rõ ràng, Việc thiết lập và cấu hình công cụ CI/CD khá phức tạp, Thiếu môi trường thực hành (server, cloud, Docker, v.v.), Ít cơ hội áp dụng CI/CD trong các môn học tại trường","Để sinh viên học CI/CD hiệu quả hơn, việc giảng dạy nên tập trung nhiều vào thực hành thay vì chỉ lý thuyết. Sinh viên nên được làm các dự án nhỏ có tích hợp pipeline tự động như build, test và deploy khi push code. Ngoài ra, việc sử dụng các công cụ phổ biến trong thực tế như GitHub Actions, GitLab CI/CD hoặc Jenkins cũng giúp sinh viên dễ hình dung quy trình CI/CD trong môi trường phát triển phần mềm thực tế.","Các trường và giảng viên có thể hỗ trợ sinh viên bằng cách tích hợp CI/CD vào các môn lập trình hoặc dự án nhóm, yêu cầu sinh viên sử dụng hệ thống quản lý mã nguồn và thiết lập pipeline tự động cho project của mình. Ngoài ra, giảng viên có thể cung cấp repository mẫu, hướng dẫn cấu hình pipeline và tổ chức các buổi workshop hoặc seminar để sinh viên thực hành và hiểu rõ hơn về quy trình DevOps trong thực tế.","Để áp dụng CI/CD hiệu quả, sinh viên cần có nền tảng tốt về quản lý mã nguồn với Git, biết viết test tự động và hiểu cách container hóa ứng dụng bằng Docker. Bên cạnh đó, kiến thức cơ bản về deployment và môi trường cloud cũng rất quan trọng để giúp sinh viên triển khai và vận hành pipeline CI/CD trong các dự án phần mềm thực tế.",Không trả lời,Không trả lời,Không trả lời,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2026 21:04:15,Đại học Giao Thông Vận Tải,Năm 2,Kỹ thuật phần mềm,"Phần mềm ứng dụng (Web, Mobile, Desktop App)",Có nghe qua nhưng chưa hiểu rõ,Tự động hóa một phần nhỏ (ví dụ: chỉ tự động Build),Chưa từng sử dụng công cụ CI/CD nào,Tự tìm hiểu qua tài liệu trên Internet,"Học tập / nghiên cứu / thử nghiệm cá nhân,",Hỗ trợ làm việc nhóm tốt hơn,Từ một lần mỗi tuần đến một lần mỗi tháng,Từ 1 tuần đến dưới 1 tháng,Dưới 1 giờ,0% - 15% (Rất thấp),5.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,Xây dựng (Build),Thiếu kiến thức hoặc kỹ năng về DevOps/CI/CD,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2026 21:06:13,Đại học Kinh Tế Quốc Dân,Năm 2,Kỹ thuật phần mềm,"Phần mềm ứng dụng (Web, Mobile, Desktop App)",Có nghe qua nhưng chưa hiểu rõ,Tự động hóa một phần nhỏ (ví dụ: chỉ tự động Build),"GitHub Actions, Travis CI",Dự án cá nhân / Đồ án môn học,"Tự động hoá quy trình phát triển (workflow automation), Học tập / nghiên cứu / thử nghiệm cá nhân","Tự động hóa quy trình build và test, Tăng tốc độ phát triển phần mềm",Từ một lần mỗi tuần đến một lần mỗi tháng,Từ 1 ngày đến dưới 1 tuần,Từ 1 giờ đến dưới 1 ngày,31% - 45% (Trung bình),4.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,5.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,"Triển khai liên tục (CD - Deployment), Giám sát & Phản hồi","Thiếu kiến thức hoặc kỹ năng về DevOps/CI/CD, Thiếu tài liệu hoặc hướng dẫn thực hành rõ ràng",Sinh viên khó hình dung luồng đi của code. Cần sử dụng các sơ đồ luồng (Pipeline Visualization),"Xây dựng Lab hướng dẫn, tổ chức Workshop","git, docker, viết automated testing, kĩ lăng tư duy",Không trả lời,Không trả lời,Không trả lời,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2026 21:07:18,Đại học Kinh Tế Quốc Dân,Năm 3,Khoa học máy tính,"Phần mềm ứng dụng (Web, Mobile, Desktop App)",Biết khái niệm cơ bản,Tự động hóa một phần nhỏ (ví dụ: chỉ tự động Build),Chưa từng sử dụng công cụ CI/CD nào,Tự tìm hiểu qua tài liệu trên Internet,"Build / Tự động hoá quá trình build, Continuous Integration (CI) – tích hợp & kiểm tra mã nguồn tự động, Continuous Deployment / Delivery (CD) – triển khai tự động","Tự động hóa quy trình build và test, Phát hiện lỗi sớm hơn, Tăng tốc độ phát triển phần mềm, Hỗ trợ làm việc nhóm tốt hơn, Giảm lỗi khi triển khai phần mềm",Ít hơn một lần sáu tháng,Trên 1 tháng,Từ 1 ngày đến dưới 1 tuần,16% - 30% (Thấp),4.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,5.0,5.0,4.0,3.0,2.0,3.0,"Tích hợp liên tục (CI - Integration), Xây dựng (Build), Kiểm thử tự động (Automated Testing), Phân phối liên tục (CD - Delivery), Triển khai liên tục (CD - Deployment), Giám sát & Phản hồi","Thiếu kiến thức hoặc kỹ năng về DevOps/CI/CD, Ít cơ hội áp dụng CI/CD trong các môn học tại trường",Các chương trình học chính nên dạy những kiến thức này trên trường,Hướng dẫn sinh viên hiểu quy trình ban đầu nó như thế nào rồi mới dạy áp dụng CI/CD để tự động quy trình thì mọi người dễ hiểu hơn,"kiến thức về cấu trúc, quy trình của sản phẩm, ...",Không trả lời,Không trả lời,Không trả lời,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2026 21:07:30,Đại học Kinh Tế Quốc Dân,Năm 4,Hệ thống thông tin / Tin học quản lý,Hệ thống nhúng (Embedded)/IoT,Chưa bao giờ nghe,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,,,,,,,,,,,,,,,,,,,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Có kế hoạch tìm hiểu và áp dụng trong thời gian tới,"Khó thiết lập và cấu hình các công cụ CI/CD, Thiếu môi trường thực hành (server, cloud, Docker, v.v.), Dự án học tập còn đơn giản nên chưa thấy cần CI/CD","Giảm bớt các công việc thủ công lặp đi lặp lại (build, test, deploy), Phát hiện lỗi sớm hơn trong quá trình phát triển phần mềm., Tăng tốc độ phát triển và cập nhật dự án.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0
10/03/2026 21:08:29,Đại học Bách Khoa Hà Nội,Năm 3,Khoa học máy tính,Hệ thống AI/Big Data/Data Science,Biết khái niệm cơ bản,"Tự động hóa hoàn toàn (CI/CD khép kín, tối ưu)","Jenkins, GitLab CI/CD, GitHub Actions, Circle CI, Travis CI, Chưa từng sử dụng công cụ CI/CD nào,",Dự án cá nhân / Đồ án môn học,"Build / Tự động hoá quá trình build, Continuous Integration (CI) – tích hợp & kiểm tra mã nguồn tự động, Continuous Deployment / Delivery (CD) – triển khai tự động, Automated Testing – kiểm thử tự động, Tự động hoá quy trình phát triển (workflow automation)","Phát hiện lỗi sớm hơn, Tăng tốc độ phát triển phần mềm, Hỗ trợ làm việc nhóm tốt hơn, Giảm lỗi khi triển khai phần mềm",Từ một lần mỗi ngày đến một lần mỗi tuần,Từ 1 tuần đến dưới 1 tháng,Trên 1 tuần,31% - 45% (Trung bình),3.0,2.0,5.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,"Tích hợp liên tục (CI - Integration), Kiểm thử tự động (Automated Testing), Triển khai liên tục (CD - Deployment)","Thiếu tài liệu hoặc hướng dẫn thực hành rõ ràng, Việc thiết lập và cấu hình công cụ CI/CD khá phức tạp, Thiếu môi trường thực hành (server, cloud, Docker, v.v.), Chưa hiểu rõ lợi ích thực tế khi triển khai CI/CD",dsfdsfds,fdsfdsfds,fsdfsđfsdf,Không trả lời,Không trả lời,Không trả lời,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2026 21:08:37,Đại học Kinh Tế Quốc Dân,Năm 1,Kỹ thuật phần mềm,Nhi béo,Có nghe qua nhưng chưa hiểu rõ,Tự động hóa một phần nhỏ (ví dụ: chỉ tự động Build),Nhi béo,Thực tập tại doanh nghiệp,Nhi béo,Nhi béo,Từ một lần mỗi tháng đến một lần sáu tháng,Từ 1 tuần đến dưới 1 tháng,Từ 1 ngày đến dưới 1 tuần,31% - 45% (Trung bình),3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Nhi,nhi,nhi,nhi,nhi,Không trả lời,Không trả lời,Không trả lời,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2026 21:10:38,Đại học Kinh Tế Quốc Dân,Năm 3,Khoa học máy tính,Hệ thống AI/Big Data/Data Science,Có nghe qua nhưng chưa hiểu rõ,Hoàn toàn thủ công,GitHub Actions,Tự tìm hiểu qua tài liệu trên Internet,Học tập / nghiên cứu / thử nghiệm cá nhân,Tự động hóa quy trình build và test,Nhiều lần trong ngày,Dưới 1 giờ,Dưới 1 giờ,31% - 45% (Trung bình),3.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,"Tích hợp liên tục (CI - Integration), Xây dựng (Build), Kiểm thử tự động (Automated Testing), Phân phối liên tục (CD - Delivery), Triển khai liên tục (CD - Deployment), Giám sát & Phản hồi","Thiếu kiến thức hoặc kỹ năng về DevOps/CI/CD, Thiếu tài liệu hoặc hướng dẫn thực hành rõ ràng, Việc thiết lập và cấu hình công cụ CI/CD khá phức tạp, Thiếu môi trường thực hành (server, cloud, Docker, v.v.), Ít cơ hội áp dụng CI/CD trong các môn học tại trường, Chưa hiểu rõ lợi ích thực tế khi triển khai CI/CD","Nhà trường chưa có dạy đầy đủ về CI/CD, cần thêm vào chương trình học nếu nhà trường muốn sinh viên tiếp cận được CI/CD","Hiện tại các kiến thức về CI/CD đa phần là do sinh viên tự tìm hiểu, nhà trường cần tích hợp nhiều hơn vào trong các môn học",Sinh viên cần học CI/CD là gì trước vì nhà trường đâu có dạy :))),Không trả lời,Không trả lời,Không trả lời,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2026 21:18:11,Đại học Kinh Tế Quốc Dân,Năm 3,Khoa học máy tính,"Phần mềm ứng dụng (Web, Mobile, Desktop App)",Hiểu rõ và có thể giải thích cho người khác,Tự động hóa cao (ví dụ: đã có Pipeline tích hợp hầu hết các bước),"GitLab CI/CD, GitHub Actions",Thực tập tại doanh nghiệp,"Build / Tự động hoá quá trình build, Continuous Integration (CI) – tích hợp & kiểm tra mã nguồn tự động, Continuous Deployment / Delivery (CD) – triển khai tự động, Tự động hoá quy trình phát triển (workflow automation), Học tập / nghiên cứu / thử nghiệm cá nhân","Tự động hóa quy trình build và test, Tăng tốc độ phát triển phần mềm, Hỗ trợ làm việc nhóm tốt hơn",Từ một lần mỗi ngày đến một lần mỗi tuần,Dưới 1 giờ,Dưới 1 giờ,0% - 15% (Rất thấp),4.0,3.0,3.0,5.0,5.0,5.0,2.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,"Tích hợp liên tục (CI - Integration), Xây dựng (Build), Phân phối liên tục (CD - Delivery), Triển khai liên tục (CD - Deployment)","Thiếu kiến thức hoặc kỹ năng về DevOps/CI/CD, Thiếu tài liệu hoặc hướng dẫn thực hành rõ ràng, Việc thiết lập và cấu hình công cụ CI/CD khá phức tạp, Thiếu môi trường thực hành (server, cloud, Docker, v.v.), Ít cơ hội áp dụng CI/CD trong các môn học tại trường, Chưa hiểu rõ lợi ích thực tế khi triển khai CI/CD",Cần phải chủ động các biện pháp mới trong triển khai phần mềm để hiểu rõ luồng vqf quy trình qua đó dễ áp dụng luồng tự động,Cần có 1 môn học riêng về network về devops và automation pipline,"Về network, server, devops",Không trả lời,Không trả lời,Không trả lời,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2026 21:24:51,Đại học Bách Khoa Hà Nội,Năm 2,Kỹ thuật phần mềm,Hệ thống AI/Big Data/Data Science,Biết khái niệm cơ bản,Tự động hóa một phần nhỏ (ví dụ: chỉ tự động Build),"GitLab CI/CD, GitHub Actions",Môn học tại trường đại học,"Build / Tự động hoá quá trình build, Continuous Integration (CI) – tích hợp & kiểm tra mã nguồn tự động","Tự động hóa quy trình build và test, Phát hiện lỗi sớm hơn",Từ một lần mỗi tuần đến một lần mỗi tháng,Từ 1 ngày đến dưới 1 tuần,Từ 1 giờ đến dưới 1 ngày,16% - 30% (Thấp),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Xây dựng (Build), Kiểm thử tự động (Automated Testing)","Thiếu tài liệu hoặc hướng dẫn thực hành rõ ràng, Việc thiết lập và cấu hình công cụ CI/CD khá phức tạp",Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2026 21:38:34,Đại học Kinh Tế Quốc Dân,Năm 3,công nghệ thông tin,Hệ thống AI/Big Data/Data Science,Biết khái niệm cơ bản,Tự động hóa một phần nhỏ (ví dụ: chỉ tự động Build),GitHub Actions,Tự tìm hiểu qua tài liệu trên Internet,"Build / Tự động hoá quá trình build, Học tập / nghiên cứu / thử nghiệm cá nhân","Tự động hóa quy trình build và test, Phát hiện lỗi sớm hơn, Hỗ trợ làm việc nhóm tốt hơn, Giảm lỗi khi triển khai phần mềm",Từ một lần mỗi tuần đến một lần mỗi tháng,Từ 1 giờ đến dưới 1 ngày,Từ 1 giờ đến dưới 1 ngày,16% - 30% (Thấp),5.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,"Tích hợp liên tục (CI - Integration), Xây dựng (Build)","Thiếu kiến thức hoặc kỹ năng về DevOps/CI/CD, Việc thiết lập và cấu hình công cụ CI/CD khá phức tạp, Ít cơ hội áp dụng CI/CD trong các môn học tại trường",Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2026 10:18:18,Đại học Kinh Tế Quốc Dân,Năm 1,Khoa học máy tính,"Phần mềm ứng dụng (Web, Mobile, Desktop App)",Biết khái niệm cơ bản,Tự động hóa một phần nhỏ (ví dụ: chỉ tự động Build),Jenkins,Tự tìm hiểu qua tài liệu trên Internet,Học tập / nghiên cứu / thử nghiệm cá nhân,"Tự động hóa quy trình build và test, Giảm lỗi khi triển khai phần mềm",Ít hơn một lần sáu tháng,Trên 1 tháng,Trên 1 tuần,0% - 15% (Rất thấp),5.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,"Phân phối liên tục (CD - Delivery), Triển khai liên tục (CD - Deployment)","Thiếu kiến thức hoặc kỹ năng về DevOps/CI/CD, Thiếu tài liệu hoặc hướng dẫn thực hành rõ ràng, Thiếu môi trường thực hành (server, cloud, Docker, v.v.), Ít cơ hội áp dụng CI/CD trong các môn học tại trường",thực hành nhiều hơn,cung cấp thêm học phần về CI/CD,"docker, linux, git, githup",Không trả lời,Không trả lời,Không trả lời,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2026 13:13:50,Đại học Kinh Tế Quốc Dân,Năm 2,Khoa học máy tính,"Phần mềm ứng dụng (Web, Mobile, Desktop App)",Có nghe qua nhưng chưa hiểu rõ,Tự động hóa một phần nhỏ (ví dụ: chỉ tự động Build),GitLab CI/CD,Dự án cá nhân / Đồ án môn học,Build / Tự động hoá quá trình build,Tăng tốc độ phát triển phần mềm,Nhiều lần trong ngày,Từ 1 giờ đến dưới 1 ngày,Từ 1 giờ đến dưới 1 ngày,16% - 30% (Thấp),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Triển khai liên tục (CD - Deployment),Việc thiết lập và cấu hình công cụ CI/CD khá phức tạp,Chưa có,Không,Chưa tìm hiểu,Không trả lời,Không trả lời,Không trả lời,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/04/2026 10:16:14,Đại học Kinh Tế Quốc Dân,Năm 3,Công nghệ thông tin,"Phần mềm ứng dụng (Web, Mobile, Desktop App)",Chưa bao giờ nghe,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,,,,,,,,,,,,,,,,,,,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Không trả lời,Chưa có kế hoạch áp dụng CI/CD,Thiếu kiến thức hoặc kỹ năng về CI/CD và DevOps,"Giảm bớt các công việc thủ công lặp đi lặp lại (build, test, deploy)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
